City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
263,tshabong,-26.05,22.45,83.88,38,13,9.4,BW,1704524716
264,pokhara,28.2333,83.9833,67.73,31,0,6.4,NP,1704524717
265,progreso,21.2833,-89.6667,74.1,85,0,10.85,MX,1704524718
266,palmer,42.1584,-72.3287,27.63,74,0,6.91,US,1704524057
267,ust'-ilimsk,58.0006,102.6619,5.23,69,100,8.99,RU,1704524588
268,hasaki,35.7333,140.8333,61.2,49,0,15.35,JP,1704524063
269,praia,14.9215,-23.5087,70.34,83,0,11.5,CV,1704524655
270,chos malal,-37.3781,-70.2709,59.04,60,0,4.74,AR,1704524721
271,newman,37.3138,-121.0208,46.29,71,0,1.9,US,1704524722
272,tostado,-29.232,-61.7692,72.99,79,0,8.37,AR,1704524724
273,fauske,67.2588,15.3918,30.78,93,67,5.32,NO,1704524724
274,villa dolores,-31.9459,-65.1896,76.68,51,0,4.92,AR,1704524725
275,mwinilunga,-11.7358,24.4293,69.91,83,100,2.48,ZM,1704524726
276,yima,34.7381,111.8839,48.33,22,0,5.46,CN,1704524726
277,ipubi,-7.6519,-40.1489,75.18,60,78,2.82,BR,1704524727
278,baile herculane,44.8797,22.4125,49.78,69,88,4.16,RO,1704524728
279,maceio,-9.6658,-35.7353,76.44,100,20,4.61,BR,1704524728
280,hassi messaoud,31.6804,6.0729,51.66,50,20,19.57,DZ,1704524380
281,springbok,-29.6643,17.8865,65.55,38,4,2.57,ZA,1704524730
282,grande prairie,55.1667,-118.8027,12.58,96,42,2.13,CA,1704524730
283,bandipura,34.4167,74.65,51.84,16,0,2.24,IN,1704524731
284,sheopur,25.6667,76.7,68.11,47,0,5.79,IN,1704524731
285,isfana,39.8386,69.5306,36.16,72,100,3.15,KG,1704524732
286,zelenoborskiy,66.845,32.3622,-9.13,96,95,3.67,RU,1704524733
287,aginskoye,51.1,114.53,0.72,73,0,6.67,RU,1704524734
288,phongsali,21.6833,102.1058,71.62,40,98,1.68,LA,1704524734
289,changling,44.2653,124.0005,10.83,76,12,9.17,CN,1704524735
290,saint-felix-de-valois,46.1668,-73.4324,19.29,74,53,8.25,CA,1704524735
291,cill airne,52.05,-9.5167,40.1,90,86,2.15,IE,1704524736
292,visby,57.6409,18.296,25.02,68,100,13.8,SE,1704524737
293,bikenibeu village,1.3673,173.1241,83.14,76,87,12.59,KI,1704524737
294,ambon,-3.6954,128.1814,87.94,74,40,8.05,ID,1704524647
295,dawson creek,55.7666,-120.2362,13.96,97,37,3.18,CA,1704524739
296,laiwu,36.1928,117.6569,36.99,31,0,13.2,CN,1704524509
297,ulsteinvik,62.3432,5.8487,27.75,70,31,3.0,NO,1704524740
298,hastings,50.8552,0.5729,41.99,82,82,12.84,GB,1704524741
299,rossosh',51.1209,38.5116,13.51,91,100,8.97,RU,1704524741
300,nova vicosa,-17.8919,-39.3719,75.38,95,100,5.82,BR,1704524724
301,banjarmasin,-3.3244,114.591,93.34,67,100,2.91,ID,1704524608
302,kapuskasing,49.4169,-82.4331,2.17,83,100,5.26,CA,1704524743
303,sam phran,13.727,100.2153,96.01,38,11,4.65,TH,1704524547
304,tongouson,5.0214,120.1328,84.51,70,100,5.08,PH,1704524744
305,geraldton,-28.7667,114.6,91.81,29,16,20.71,AU,1704524716
306,seguin,29.5688,-97.9647,48.9,77,0,8.05,US,1704524745
307,luena,-11.7833,19.9167,65.32,96,100,3.29,AO,1704524233
308,mahina,-17.5065,-149.489,82.17,74,75,3.44,PF,1704524184
309,crane,31.3974,-102.3501,43.3,50,80,4.52,US,1704524747
310,dunedin,-45.8742,170.5036,54.81,91,9,4.0,NZ,1704524748
311,luganville,-15.5333,167.1667,80.55,84,100,2.71,VU,1704524327
312,khrenovoye,51.12,40.2889,14.11,90,100,9.64,RU,1704524749
313,ust-tsilma,65.441,52.1498,-4.4,97,96,5.99,RU,1704524750
314,dakhla,23.6848,-15.958,65.05,58,100,12.1,EH,1704524751
315,puerto aysen,-45.4,-72.7,46.54,99,41,3.98,CL,1704524752
316,fisterra,42.9049,-9.2629,52.25,69,21,7.87,ES,1704524753
317,grenaa,56.4158,10.8783,22.95,90,34,16.71,DK,1704524753
318,kukawa,12.9234,13.5606,70.23,46,48,9.48,NG,1704524754
319,korla,41.7597,86.1469,28.87,57,85,2.95,CN,1704524636
320,libreville,0.3925,9.4537,77.02,94,20,3.44,GA,1704524685
321,markapur,15.7333,79.2833,82.58,49,60,9.91,IN,1704524659
322,san borja,-14.8167,-66.85,73.76,98,100,1.88,BO,1704524209
323,fenghua,29.6563,121.4064,59.72,45,6,7.7,CN,1704524541
324,shulan,44.4167,126.95,11.03,91,91,5.35,CN,1704524639
325,rio grande,-32.035,-52.0986,71.94,85,56,14.43,BR,1704524758
326,madimba,-10.4,40.3333,82.87,74,98,2.28,TZ,1704524759
327,nguigmi,14.2495,13.1092,66.58,29,5,10.42,NE,1704524759
328,al ghayzah,16.2079,52.176,78.55,37,37,3.91,YE,1704524760
329,saldanha,-33.0117,17.9442,68.5,66,53,9.78,ZA,1704524576
330,zambezi,-13.5432,23.1047,73.49,80,66,1.72,ZM,1704524762
331,punta cardon,11.6581,-70.215,78.04,83,89,20.56,VE,1704524762
332,baringo,0.4667,35.9667,81.01,41,38,1.88,KE,1704524708
333,gamba,-2.65,10.0,78.33,79,100,5.01,GA,1704524764
334,nsanje,-16.92,35.262,80.96,73,100,2.01,MW,1704524764
335,culiacan,24.7994,-107.3897,54.93,59,100,3.22,MX,1704524765
336,huntingburg,38.2989,-86.955,39.85,70,100,8.05,US,1704524766
337,zalesovo,53.9939,84.7431,26.83,89,100,16.2,RU,1704524767
338,mersa matruh,31.3525,27.2453,60.53,58,100,8.28,EG,1704524768
339,maragogi,-9.0122,-35.2225,81.46,67,100,9.93,BR,1704524699
340,kavaratti,10.5669,72.642,82.22,76,48,10.09,IN,1704524751
341,panjab,34.388,67.0233,30.09,67,13,4.45,AF,1704524769
342,berezovyy,51.6667,135.7,-4.47,98,86,0.43,RU,1704524222
343,gulsehir,38.7459,34.6252,35.92,80,0,11.5,TR,1704524770
344,alaghsas,17.0187,8.0168,64.54,18,8,9.01,NE,1704524771
345,langepas,61.2544,75.2124,-11.65,97,10,7.07,RU,1704524772
346,carnarvon,-24.8667,113.6333,83.19,58,0,14.92,AU,1704524772
347,krasnokamsk,58.0802,55.7541,-20.04,99,87,1.83,RU,1704524499
348,lebork,54.5392,17.7501,27.95,84,49,6.31,PL,1704524774
349,tekman,39.6436,41.5078,30.11,90,33,4.88,TR,1704524774
350,turkmenbasy,40.0222,52.9552,51.03,83,100,2.26,TM,1704524719
351,san antonio de pale,-1.4014,5.6325,81.37,73,24,13.69,GQ,1704524776
352,ouani,-12.1322,44.4258,81.75,83,100,14.83,KM,1704524679
353,nuuk,64.1835,-51.7216,13.62,78,100,9.1,GL,1704524777
354,atbasar,51.8,68.3333,26.38,97,99,7.16,KZ,1704524775
355,sao jose da coroa grande,-8.8978,-35.1478,81.45,67,100,9.84,BR,1704524778
356,vacha,55.8008,42.7706,-10.39,97,93,2.57,RU,1704524778
357,pervomayskiy,53.2485,40.2871,1.51,96,100,4.76,RU,1704524779
358,port saint john's,-31.6229,29.5448,82.4,59,0,10.67,ZA,1704524780
359,wuwei,37.9281,102.6414,32.02,30,0,3.38,CN,1704524680
360,monte alegre,-2.0078,-54.0692,74.46,97,100,2.13,BR,1704524769
361,patong,7.8961,98.2966,89.74,66,100,4.65,TH,1704524782
362,new norfolk,-42.7826,147.0587,71.1,57,91,5.48,AU,1704524783
363,massawa,15.6097,39.45,79.84,68,14,5.32,ER,1704524549
364,selfoss,63.9331,-20.9971,29.05,97,80,5.44,IS,1704524785
365,independence,39.0911,-94.4155,33.69,92,100,0.0,US,1704524786
366,nouadhibou,20.931,-17.0347,62.58,48,98,9.22,MR,1704524608
367,sena madureira,-9.0656,-68.6569,72.37,99,49,2.84,BR,1704524789
368,goondiwindi,-28.55,150.3167,87.85,35,100,13.82,AU,1704524791
369,trinidad,-14.8333,-64.9,73.36,98,100,2.46,BO,1704524792
370,tefe,-3.3542,-64.7114,73.24,98,71,1.66,BR,1704524793
371,jincheng,35.5022,112.8328,40.64,17,0,9.62,CN,1704524794
372,palakollu,16.5333,81.7333,85.39,43,98,9.57,IN,1704524794
373,lorengau,-2.0226,147.2712,84.56,75,42,6.91,PG,1704524795
374,behshahr,36.6923,53.5526,61.32,65,97,13.53,IR,1704524796
375,callao,-12.0667,-77.15,73.72,78,0,13.8,PE,1704524653
376,okhotsk,59.3833,143.3,-17.09,81,1,11.59,RU,1704524797
377,suntar,62.1444,117.6319,-32.6,100,75,2.24,RU,1704524798
378,arraial do cabo,-22.9661,-42.0278,74.39,89,100,13.44,BR,1704524798
379,olyokminsk,60.3736,120.4264,-13.36,96,100,3.8,RU,1704524799
380,afaahiti,-17.75,-149.2833,80.47,94,100,12.75,PF,1704524800
381,yakymivka,46.6897,35.1536,34.07,75,100,2.55,UA,1704524800
382,caleta de carquin,-11.0925,-77.6267,71.15,89,100,9.69,PE,1704524801
383,kerikeri,-35.2268,173.9474,65.21,93,20,8.61,NZ,1704524802
384,holualoa,19.6228,-155.9522,71.44,71,0,9.22,US,1704524802
385,walvis bay,-22.9575,14.5053,68.38,74,25,5.99,NA,1704524803
386,kone,-21.0595,164.8658,81.09,73,58,3.74,NC,1704524804
387,antofagasta,-23.65,-70.4,66.63,77,35,5.03,CL,1704524805
388,bertoua,4.5833,13.6833,73.87,29,53,1.23,CM,1704524805
389,al kawa,13.7463,32.4996,73.53,25,28,14.18,SD,1704524806
390,warrnambool,-38.3833,142.4833,65.61,88,100,12.44,AU,1704524645
391,muynoq,43.7683,59.0214,46.44,67,100,6.78,UZ,1704524807
392,saint-pierre,-21.3393,55.4781,88.18,83,75,17.27,RE,1704524808
393,san clemente del tuyu,-36.3569,-56.7235,67.87,91,100,11.05,AR,1704524809
394,tangalle,6.024,80.7911,87.96,68,99,8.41,LK,1704524809
395,stavrovo,56.1331,40.013,-14.85,91,100,3.13,RU,1704524810
396,boende,-0.2167,20.8667,81.99,64,54,0.81,CD,1704524811
397,melo,-32.3667,-54.1833,63.3,99,31,6.64,UY,1704524812
398,kimbe,-5.5502,150.1429,83.68,81,95,3.38,PG,1704524812
399,inarajan village,13.2736,144.7484,83.37,93,19,14.94,GU,1704524813
400,nombre de dios,23.85,-104.2333,45.3,63,99,7.67,MX,1704524814
401,shache,38.4167,77.2406,36.19,33,22,2.06,CN,1704524647
402,kratie,12.4881,106.0188,94.8,31,21,8.9,KH,1704524816
403,kokshetau,53.2775,69.3883,12.52,79,0,0.0,KZ,1704524817
404,tomatlan,19.9333,-105.25,63.19,95,11,3.33,MX,1704524818
405,sirte,31.2089,16.5887,61.68,37,0,19.04,LY,1704524744
406,chifeng,42.2683,118.9636,18.7,56,9,13.4,CN,1704524730
407,port augusta,-32.5,137.7667,89.83,45,0,10.58,AU,1704524820
408,sisimiut,66.9395,-53.6735,12.36,91,100,5.64,GL,1704524821
409,roswell,34.0232,-84.3616,38.98,93,100,11.5,US,1704524822
410,alakurtti,66.9672,30.3491,-13.0,98,99,2.77,RU,1704524823
411,ishikawa,26.4233,127.8214,70.12,68,20,9.22,JP,1704524824
412,yarkovo,57.4028,67.0786,-13.56,97,64,2.55,RU,1704524825
413,alesund,62.4723,6.1549,27.75,81,0,9.22,NO,1704524826
414,gisborne,-38.6533,178.0042,61.56,88,100,12.97,NZ,1704524827
415,ust-nera,64.5667,143.2,-41.46,99,99,3.74,RU,1704524828
416,bozkurt,41.9577,34.0109,52.09,50,100,5.3,TR,1704524828
417,guarapari,-20.6667,-40.4975,75.88,90,100,6.22,BR,1704524829
418,aral,40.5156,81.2636,34.03,31,100,2.46,CN,1704524830
419,elmina,5.0898,-1.348,80.31,85,74,5.68,GH,1704524831
420,wynyard,-41.0,145.7167,66.94,61,82,7.16,AU,1704524832
421,gewane,10.1664,40.6453,77.63,37,67,4.85,ET,1704524832
422,hun,29.1268,15.9477,58.21,29,0,7.25,LY,1704524833
423,pasni,25.2631,63.471,73.06,64,74,10.42,PK,1704524834
424,monroeville,40.4212,-79.7881,28.29,76,100,1.99,US,1704524665
425,tarawa,1.419,172.984,83.21,75,100,12.5,KI,1704524836
426,coquimbo,-29.9533,-71.3436,62.24,87,12,2.64,CL,1704524836
427,urangan,-25.3,152.9,79.2,84,46,8.99,AU,1704524837
428,tingo maria,-9.2895,-76.0088,70.57,99,100,1.39,PE,1704524710
429,kailua-kona,19.6406,-155.9956,75.16,72,0,9.22,US,1704524839
430,mundri,-6.9558,111.71,87.33,67,82,5.48,ID,1704524840
431,guilin,25.2819,110.2864,61.47,72,99,4.63,CN,1704524842
432,essaouira,31.5125,-9.77,59.05,63,100,20.69,MA,1704524843
433,mwene-ditu,-7.0,23.45,72.72,87,70,1.92,CD,1704524843
434,kruisfontein,-34.0033,24.7314,74.88,63,97,19.22,ZA,1704524844
435,horta,38.5333,-28.6333,60.31,68,60,15.99,PT,1704524845
436,las palmas,28.4204,-14.0131,59.79,77,20,3.44,ES,1704524703
437,astrakhan,46.3497,48.0408,42.67,89,75,15.99,RU,1704524846
438,narasannapeta,18.4167,84.05,80.33,48,27,11.52,IN,1704524786
439,vilyuysk,63.7553,121.6247,-51.0,100,57,1.01,RU,1704524848
440,san agustin de valle fertil,-30.6335,-67.4682,74.1,65,0,6.13,AR,1704524848
441,acarau,-2.8856,-40.12,79.32,83,94,10.89,BR,1704524849
442,dahanu,19.9667,72.7333,82.13,42,46,10.58,IN,1704524850
443,jining,35.405,116.5814,42.78,24,0,15.35,CN,1704524749
444,andovoranto,-18.95,49.1,82.89,78,100,6.55,MG,1704524852
445,campamento,14.55,-86.65,62.56,97,0,0.63,HN,1704524852
446,brownwood,31.7093,-98.9912,40.32,100,20,0.0,US,1704524732
447,jiangzi,28.95,89.6333,26.02,23,3,4.85,CN,1704524783
448,uruzgan,32.8333,66.0,47.97,46,0,0.67,AF,1704524854
449,eureka,40.8021,-124.1637,47.19,96,100,1.01,US,1704524855
450,gaalkacyo,6.7697,47.4308,80.53,33,67,15.3,SO,1704524855
451,manismata,-2.4667,111.0333,91.09,54,100,3.67,ID,1704524856
452,el porvenir,13.7617,-87.3458,63.73,71,0,4.7,HN,1704524857
453,queenstown,-31.8976,26.8753,83.5,33,0,11.14,ZA,1704524831
454,taoudenni,22.6783,-3.9836,64.9,20,0,6.15,ML,1704524858
455,mumford,5.2618,-0.759,81.14,82,95,7.52,GH,1704524858
456,taltal,-25.4,-70.4833,65.97,80,0,2.26,CL,1704524859
457,xilin hot,43.9667,116.0333,2.66,73,0,12.44,CN,1704524860
458,berdigestyakh,62.0989,126.6992,-45.15,100,83,0.89,RU,1704524860
459,ambanja,-13.6833,48.45,85.39,74,81,4.27,MG,1704524861
460,qom,34.6401,50.8764,57.54,26,12,14.81,IR,1704524862
461,opuwo,-18.0607,13.84,76.17,53,72,7.52,NA,1704524862
462,harper,4.375,-7.7169,78.73,88,1,6.6,LR,1704524863
463,vadso,70.0744,29.7487,14.16,79,100,8.05,NO,1704524865
464,box elder,41.5005,-112.8764,29.26,71,17,0.87,US,1704524865
465,basotu,-4.3667,35.0833,70.93,69,100,1.3,TZ,1704524866
466,laojunmiao,39.8333,97.7333,31.32,23,8,4.09,CN,1704524867
467,hirara,24.8,125.2833,70.11,67,22,11.1,JP,1704524774
468,jinghong,21.991,100.7341,79.63,38,38,4.14,CN,1704524637
469,fale old settlement,-9.3852,-171.2468,84.47,66,100,1.32,TK,1704524871
470,simanggang,1.2472,111.4528,84.0,88,100,1.28,MY,1704524757
471,juba,4.8517,31.5825,86.56,19,25,7.2,SS,1704524805
472,reyes,-14.3167,-67.3833,73.54,99,100,1.68,BO,1704524873
473,keflavik,64.0049,-22.5624,34.23,69,75,3.44,IS,1704524874
474,shirgaon,19.7,72.7,81.46,45,6,10.11,IN,1704524874
475,ar ruways,24.1103,52.7306,70.61,57,0,13.73,AE,1704524875
476,stettler,52.3168,-112.7186,14.76,88,100,6.46,CA,1704524876
477,benjamin constant,-4.3831,-70.0311,70.83,98,42,0.27,BR,1704524876
478,'alaqahdari dishu,30.4374,63.313,63.66,40,0,6.85,AF,1704524877
479,ouesso,1.6136,16.0517,78.91,52,93,0.49,CG,1704524878
480,coro,11.4045,-69.6734,76.1,89,100,11.56,VE,1704524878
481,mayya,61.7333,130.2811,-49.68,100,47,1.7,RU,1704524879
482,viana do castelo,41.6932,-8.8329,44.29,85,5,4.0,PT,1704524881
483,qui nhon,13.7667,109.2333,76.21,80,100,13.6,VN,1704524777
484,lobujya,27.95,86.8167,12.13,61,16,6.04,NP,1704524883
485,parfino,57.9731,31.6481,2.14,98,89,3.53,RU,1704524884
486,dhidhdhoo,6.8833,73.1,81.45,76,100,1.3,MV,1704524885
487,hadibu,12.65,54.0333,77.99,51,93,11.92,YE,1704524885
488,motygino,58.1831,94.7592,9.79,95,100,3.0,RU,1704524886
489,pisco,-13.7,-76.2167,69.85,83,0,10.36,PE,1704524887
490,ar ruseris,11.8659,34.3869,78.91,25,0,7.87,SD,1704524888
491,cidreira,-30.1811,-50.2056,70.9,89,1,16.46,BR,1704524888
492,quang ngai,15.1167,108.8,77.29,73,69,8.14,VN,1704524597
493,kilembe,0.2,30.0,72.32,54,100,4.29,UG,1704524891
494,yeniseysk,58.4497,92.1703,21.94,97,100,1.99,RU,1704524891
495,lubang,13.8584,120.124,82.22,75,68,17.85,PH,1704524892
496,cacador,-26.7753,-51.015,60.71,97,100,4.81,BR,1704524892
497,malangawa,26.8568,85.5581,75.72,37,23,5.44,NP,1704524894
498,vorkuta,67.5,64.0,-0.27,96,100,13.29,RU,1704524896
499,naze,28.3667,129.4833,59.92,76,64,12.12,JP,1704524730
500,ivankiv,50.9386,29.8943,28.47,94,100,5.3,UA,1704524897
501,olinda,-8.0089,-34.8553,82.13,78,40,6.91,BR,1704524898
502,reggane,26.7158,0.1714,58.21,31,0,6.58,DZ,1704524621
503,weyburn,49.6668,-103.8511,12.83,98,90,7.07,CA,1704524899
504,northam,51.0333,-4.2167,45.61,88,26,15.32,GB,1704524900
505,rio verde de mato grosso,-18.9181,-54.8442,75.7,81,52,3.02,BR,1704524767
506,narvik,68.4384,17.4272,26.8,94,89,2.77,NO,1704524902
507,prado,-17.3411,-39.2208,75.18,97,100,5.3,BR,1704524700
508,san carlos,9.6612,-68.5827,72.25,84,7,2.04,VE,1704524905
509,fortuna,40.5982,-124.1573,46.92,96,75,9.22,US,1704524906
510,treasure island,27.7692,-82.769,69.01,89,0,17.27,US,1704524907
511,ust'-barguzin,53.45,108.9833,-5.19,89,15,6.02,RU,1704524907
512,idrinskoye,54.3708,92.1358,12.96,88,100,4.81,RU,1704524908
513,al qabil,22.571,58.6947,72.61,43,34,5.93,OM,1704524909
514,port hedland,-20.3167,118.5667,95.05,49,6,17.27,AU,1704524909
515,pandan,14.0453,124.1694,78.71,89,75,16.55,PH,1704524910
516,eduardo castex,-35.915,-64.2945,68.41,96,100,7.23,AR,1704524911
517,kirensk,57.7853,108.1119,-14.04,91,99,1.99,RU,1704524912
518,hilo,19.7297,-155.09,71.26,95,20,6.91,US,1704524912
519,oriximina,-1.7656,-55.8661,73.4,99,100,5.21,BR,1704524775
520,bissau,11.8636,-15.5977,70.11,44,64,6.06,GW,1704524914
521,portel,-1.9356,-50.8211,73.58,98,96,3.09,BR,1704524774
522,tevriz,57.509,72.4042,-6.59,96,26,5.26,RU,1704524916
523,annaba,36.9,7.7667,51.76,66,75,19.57,DZ,1704524916
524,st. paul,44.9444,-93.0933,32.88,88,100,9.22,US,1704524685
525,bichura,50.5881,107.6022,4.77,82,20,0.36,RU,1704524917
526,miracema do tocantins,-9.5618,-48.3967,72.46,98,100,4.63,BR,1704524918
527,el hadjira,32.6134,5.5126,50.29,53,0,11.52,DZ,1704524846
528,ad dabbah,18.05,30.95,66.09,28,16,7.23,SD,1704524919
529,la passe,45.5549,-0.8967,38.01,89,67,9.35,FR,1704524920
